เลขบัญชี,ชื่อบัญชี,รหัสลูกค้า,จำนวน,ปริมาณ,เลขที่เอกสาร,code,ชื่อผู้ขาย,รายละเอียด,รหัส,ชื่อ,เลขที่ใบกำกับ,codeid,วันที่,comment,predpt_name,vchno,vchdate,costcode,DR_amt,CR_amt
5100001,ค่าผลิตและค่าอุปกรณ์,46002022,9,4705.0,QT22020073,555.0,ห้างหุ้นส่วนจำกัด อาลาดิน ฟลอริ่ง, ค่าบริการพรมอัดเรียบ ส่งมอบงาน 28/4/2565 #JV2022040039,2022460,ห้างหุ้นส่วนจำกัด อาลาดิน ฟลอริ่ง,WO2022040147,555.0,20-07-22,พรม,"Downy FE BA 34 Stores (Lotus, Big C) Mar22",APO2022030735,44651,C100001,1000,0
5100001,ค่าผลิตและค่าอุปกรณ์,5002022,8,935.0,QT22010020,555.0,ห้างหุ้นส่วนจำกัด อาลาดิน ฟลอริ่ง, ค่าบริการพรมอัดเรียบส่งมอบงานวันที่ 21/01/2565 #JV2022010031,2022050,ห้างหุ้นส่วนจำกัด อาลาดิน ฟลอริ่ง,WO2022010062,555.0,20-07-22,พรม,"Downy FE BA 34 Stores (Lotus, Big C) Mar22",APO2022030736,44651,C100001,10604,0
5100001,ค่าผลิตและค่าอุปกรณ์,55302022,8,421.0,QT22040064,555.0,ห้างหุ้นส่วนจำกัด อาลาดิน ฟลอริ่ง, ค่าบริการเทปติดพรม ส่งมอบงานวันที่ 13/5/2565,2022553,ห้างหุ้นส่วนจำกัด อาลาดิน ฟลอริ่ง,WO2022050068,555.0,20-07-22,พรม,Downy FE BA Makro 19 Stores (March),APO2022030738,44651,C100001,5000,0
5100001,ค่าผลิตและค่าอุปกรณ์,46002022,9,3500.0,QT22020073,880.0,บริษัท โครงสร้าง (ประเทศไทย) จำกัด, ค่าผลิตโครงสร้างเพิ่มเติม #WO2022050017,2022460,บริษัท โครงสร้าง (ประเทศไทย) จำกัด,WO2022050017,880.0,20-07-22,ค่าผลิต-,Downy FE BA Makro 19 Stores (March),APO2022030738,44651,C100001,12500,0
5100001,ค่าผลิตและค่าอุปกรณ์,46002022,9,16200.0,QT22020073,880.0,บริษัท โครงสร้าง (ประเทศไทย) จำกัด, ค่าผลิตโครงสร้างเพิ่มเติม #JV2022040039,2022460,บริษัท โครงสร้าง (ประเทศไทย) จำกัด,WO2022040154,880.0,20-07-22,ค่าผลิต-,Downy FE BA Makro 19 Stores (March),APO2022030738,44651,C100001,500,0
5100001,ค่าผลิตและค่าอุปกรณ์,46002022,9,59000.0,QT22020073,880.0,บริษัท โครงสร้าง (ประเทศไทย) จำกัด, ค่าผลิต Back drop ส่งมอบงานวันที่ 28/4/2565 #JV2022040039,2022460,บริษัท โครงสร้าง (ประเทศไทย) จำกัด,WO2022040120,880.0,20-07-22,ค่า back drop,Salonpas_Booth Sampling (Operation Cost),APO2022030739,44651,C100001,600,0
5100001,ค่าผลิตและค่าอุปกรณ์,46702022,8,6000.0,QT22030086,1763.0,บริษัท อีเล็ฟแว่น คัลเลอร์ส จำกัด, ค่าพิมพ์ใบปลิว ส่งมอบงานวันที่ 26/4/2565 #JV2022040039,2022467,บริษัท อีเล็ฟแว่น คัลเลอร์ส จำกัด,WO2022040152,1763.0,20-07-22,อุปกรณ์-unit,Vixol Event 2022,APO2022030740,44651,C100001,100,0
5100001,ค่าผลิตและค่าอุปกรณ์,47102022,8,3200.0,QT22040024,1763.0,บริษัท อีเล็ฟแว่น คัลเลอร์ส จำกัด, ค่าผลิตใบปลิว ส่งมอบงานวันที่ 20/4/2565 #JV2022040039,2022471,บริษัท อีเล็ฟแว่น คัลเลอร์ส จำกัด,WO2022040098,1763.0,20-07-22,อุปกรณ์-unit,Vixol Event 2022,APO2022030740,44651,C100001,1200,0
5100001,ค่าผลิตและค่าอุปกรณ์,46702022,8,1460.0,QT22030086,1459.0,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด, ค่าผลิต vinyl ส่งมอบงาน 2/5/65 ,2022467,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด,WO2022040157,1459.0,20-07-22,ค่าผลิตป้าย,Vixol Event 2022,APO2022030740,44651,C100001,100,0
5100001,ค่าผลิตและค่าอุปกรณ์,54902022,8,480.0,QT22040082,1459.0,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด, ค่าผลิต vinyl ส่งมอบงาน 11/5/2565,2022549,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด,WO2022050027,1459.0,20-07-22,ค่าผลิตป้าย,Vixol Event 2022,APO2022030740,44651,C100001,800,0
5100001,ค่าผลิตและค่าอุปกรณ์,54902022,8,8640.0,QT22040082,1459.0,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด, ค่าผลิต vinyl ส่งมอบงาน 11/5/2565,2022549,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด,WO2022050027,1459.0,20-07-22,ค่าผลิตป้าย,Mandom Merchandiser Share Services on Mar 2022,APO2022030744,44651,C100001,12220,0
5100001,ค่าผลิตและค่าอุปกรณ์,54902022,8,2592.0,QT22040082,1459.0,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด, ค่าผลิต vinyl ส่งมอบงาน 11/5/2565,2022549,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด,WO2022050027,1459.0,20-07-22,ค่าผลิตป้าย,Thaiwah Merchandiser Share Service on 1-31 Machr20 22,APO2022030745,44651,C100001,13000,0
5100001,ค่าผลิตและค่าอุปกรณ์,55102022,8,480.0,QT22040015,1459.0,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด, ค่าผลิต vinyl ส่งมอบงาน 19/5/2565,2022551,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด,WO2022050020,1459.0,20-07-22,ค่าผลิตป้าย,Mandom Merchandiser Share Services on Mar 2022,APO2022030747,44651,C100001,9944,0
5100001,ค่าผลิตและค่าอุปกรณ์,49202022,8,1728.0,QT22040052,1459.0,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด, ค่าผลิต vinyl ส่งมอบงาน 11/5/2565,2022492,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด,WO2022050045,1459.0,20-07-22,ค่าผลิตป้าย,PG Cheer Sensodyne on Mar 22,APO2022030749,44651,C100001,7854,0
5100001,ค่าผลิตและค่าอุปกรณ์,49202022,8,216.0,QT22040052,1459.0,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด, ค่าผลิต vinyl ส่งมอบงาน 11/5/2565,2022492,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด,WO2022050045,1459.0,20-07-22,ค่าผลิตป้าย,PG Cheer Sensodyne on Mar 22,APO2022030749,44651,C100001,9933,0
5100001,ค่าผลิตและค่าอุปกรณ์,47902022,16,31000.0,QT22040029,1972.0,บริษัท ทำดี ดีไซน์ จำกัด, ค่าผลิตหัวชั้นไอพี ส่งมอบงานวันที่ 18/5/2565,2022479,บริษัท ทำดี ดีไซน์ จำกัด,WO2022040116,1972.0,20-07-22,ค่าบริการ-,PG Cheer Sensodyne on Mar 22,APO2022030749,44651,C100001,12012,0
5100001,ค่าผลิตและค่าอุปกรณ์,25602022,16,76000.0,QT22020047,1972.0,บริษัท ทำดี ดีไซน์ จำกัด, ค่าผลิตหัวชั้นไอพี ส่งมอบงานวันที่ 29/4/2565,2022256,บริษัท ทำดี ดีไซน์ จำกัด,WO2022020118,1972.0,20-07-22,อุปกรณ์-unit,dtac Premium shop [Mar 22],APO2022030752,44651,C100001,903,0
5100001,ค่าผลิตและค่าอุปกรณ์,61102022,8,2400.0,QT22050039,2329.0,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  , ค่าผลิตโรลอัพ ส่งมอบงานวันที่ 18/5/2565,2022611,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  ,WO2022050087,2329.0,30-06-22,อุปกรณ์-unit,LOLANE CVS MERCHANDISER PROGRAM Mar 22,APO2022030753,44651,C100001,10017,0
5100001,ค่าผลิตและค่าอุปกรณ์,59402022,12,45000.0,QT22040085.1,2329.0,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  , ค่าผลิตบูธ Sampling ส่งมอบงานวันที่ 27/5/2565,2022594,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  ,WO2022050083,2329.0,30-06-22,ค่าผลิตบูธ,LOLANE CVS MERCHANDISER PROGRAM Mar 22,APO2022030753,44651,C100001,10017,0
5100001,ค่าผลิตและค่าอุปกรณ์,60102022,8,3800.0,QT22040044,2329.0,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  , ค่าผลิต Standee Inkjet ส่งมอบงานวันที่ 27/5/2565,2022601,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  ,WO2022050074,2329.0,30-06-22,อุปกรณ์-unit,LOLANE CVS MERCHANDISER PROGRAM Mar 22,APO2022030753,44651,C100001,9275,0
5100001,ค่าผลิตและค่าอุปกรณ์,60102022,8,3184.0,QT22040044,2329.0,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  , ค่าผลิต Standee Inkjet ส่งมอบงานวันที่ 27/5/2565,2022601,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  ,WO2022050074,2329.0,30-06-22,อุปกรณ์-unit,PC Mitr Phol Syrup at TT,APO2022030755,44651,C100001,2000,0
5100001,ค่าผลิตและค่าอุปกรณ์,60002022,8,4750.0,QT22040043,2329.0,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  , ค่าผลิตstandee Inkjet ส่งมอบงานวันที่ 27/5/2565,2022600,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  ,WO2022050073,2329.0,30-06-22,อุปกรณ์-unit,PC Mitr Phol Syrup at TT,APO2022030755,44651,C100001,3000,0
5100001,ค่าผลิตและค่าอุปกรณ์,60002022,8,3980.0,QT22040043,2329.0,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  , ค่าผลิตstandee Inkjet ส่งมอบงานวันที่ 27/5/2565,2022600,บริษัท ทรี แอดเวอร์ไทซิ่ง แอนด์ โปรดักชั่น จำกัด  ,WO2022050073,2329.0,30-06-22,อุปกรณ์-unit, Tipco PG Cheer Rotate & Permanent March 2022,APO2022030756,44651,C100001,10680,0
5100001,ค่าผลิตและค่าอุปกรณ์,B0502021,9,15000.0,QT21120045,2572.0,นาย นพดล   ภักดียุทธ, ค่าบริการระบบภาพและเสียง ส่งมอบงานวันที่ 30/4/2565,2021B05,นาย นพดล   ภักดียุทธ,WO2022040145,2572.0,08-06-22,ค่าเช่า-, Tipco PG Cheer Rotate & Permanent March 2022,APO2022030757,44651,C100001,8316,0
5100001,ค่าผลิตและค่าอุปกรณ์,55302022,8,55.0,QT22040064,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าถงขยะดำ งาน Foremost Guerilla วันที่ 09/05/2022,2022553,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050006,971.0,20-07-22,อุปกรณ์-unit,Enfa_Nurse connection project (Korat) Round1,APS2022030217,44651,C100001,18000,0
5100001,ค่าผลิตและค่าอุปกรณ์,52502022,10,870.0,QT22040067,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,"ค่าA4,ไม้บรรทัด,ถุงซิปใส,ตรายางหมึก งานEucerin Retail[May] วันที่ 09/05/2022",2022525,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050003,971.0,20-07-22,อุปกรณ์-unit,KOE Tipco 21 Mar - 20 April 22,JV2022030032,44651,C100001,1500,0
5100001,ค่าผลิตและค่าอุปกรณ์,52502022,10,50.6,QT22040067,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,"ค่าA4,ไม้บรรทัด,ถุงซิปใส,ตรายางหมึก งานEucerin Retail[May] วันที่ 09/05/2022",2022525,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050003,971.0,20-07-22,อุปกรณ์-unit,Enfa_Nurse connection project (Hotel)_Chiang Mai,JV2022030051,44651,C200299,277.78,0
5100001,ค่าผลิตและค่าอุปกรณ์,52502022,10,564.0,QT22040067,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,"ค่าA4,ไม้บรรทัด,ถุงซิปใส,ตรายางหมึก งานEucerin Retail[May] วันที่ 09/05/2022",2022525,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050003,971.0,20-07-22,อุปกรณ์-unit,P&G Vick Roadshow 2022 [ Jan - Mar 2022],JV2022030051,44651,C200299,1574.07,0
5100001,ค่าผลิตและค่าอุปกรณ์,52502022,10,145.0,QT22040067,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,"ค่าA4,ไม้บรรทัด,ถุงซิปใส,ตรายางหมึก งานEucerin Retail[May] วันที่ 09/05/2022",2022525,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050003,971.0,20-07-22,อุปกรณ์-unit,Hygiene Booth Caravan Roadshow April 2022,JV2022030051,44651,C200299,462.96,0
5100001,ค่าผลิตและค่าอุปกรณ์,52602022,10,58.0,QT22040068,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าอุปกรณ์ งาน Eucerin Hospital [May] วันที่ 09/05/2022,2022526,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050004,971.0,20-07-22,อุปกรณ์-unit,Spaclean Merchandiser Share Sevice on Mar 22,JV2022030051,44651,C200299,2134.62,0
5100001,ค่าผลิตและค่าอุปกรณ์,52602022,10,42.18,QT22040068,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าอุปกรณ์ งาน Eucerin Hospital [May] วันที่ 09/05/2022,2022526,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050004,971.0,20-07-22,อุปกรณ์-unit,Mitr Phol Merchandising share at Makro on Mar 2022,JV2022030051,44651,C200299,458.65,0
5100001,ค่าผลิตและค่าอุปกรณ์,52602022,10,250.0,QT22040068,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าอุปกรณ์ งาน Eucerin Hospital [May] วันที่ 09/05/2022,2022526,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050004,971.0,20-07-22,อุปกรณ์-unit,Mitr Phol Merchandising share at TT Mar 2022,JV2022030051,44651,C200299,1223.08,0
5100001,ค่าผลิตและค่าอุปกรณ์,52602022,10,200.0,QT22040068,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าอุปกรณ์ งาน Eucerin Hospital [May] วันที่ 09/05/2022,2022526,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050004,971.0,20-07-22,อุปกรณ์-unit,Anchor Merchandiser Share Service (Makro BKK 17 Store) 1 - 31 Mar 22,JV2022030051,44651,C200299,390.38,0
5100001,ค่าผลิตและค่าอุปกรณ์,52602022,10,200.0,QT22040068,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าอุปกรณ์ งาน Eucerin Hospital [May] วันที่ 09/05/2022,2022526,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050004,971.0,20-07-22,อุปกรณ์-unit,Spaclean Merchandiser Share Sevice on Mar 22,JV2022030051,44651,C200299,2293.26,0
5100001,ค่าผลิตและค่าอุปกรณ์,52602022,10,140.0,QT22040068,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าอุปกรณ์ งาน Eucerin Hospital [May] วันที่ 09/05/2022,2022526,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050004,971.0,20-07-22,อุปกรณ์-unit,Spaclean Merchandiser Share Sevice on Mar 22,JV2022030051,44651,C200299,432.69,0
5100001,ค่าผลิตและค่าอุปกรณ์,52602022,10,558.0,QT22040068,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าอุปกรณ์ งาน Eucerin Hospital [May] วันที่ 09/05/2022,2022526,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050004,971.0,20-07-22,อุปกรณ์-unit,LOLANE CVS MERCHANDISER PROGRAM Mar 22,JV2022030051,44651,C200299,2288.89,0
5100001,ค่าผลิตและค่าอุปกรณ์,52602022,10,870.0,QT22040068,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าอุปกรณ์ งาน Eucerin Hospital [May] วันที่ 09/05/2022,2022526,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050004,971.0,20-07-22,อุปกรณ์-unit,Dole Merchandising Share Services at Makro on 16 Mer - 15 Apr 2022,JV2022030051,44651,C200299,662.5,0
5100001,ค่าผลิตและค่าอุปกรณ์,59402022,12,5794.0,QT22040085.1,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,ค่าสินค้า ผ้าเช็ด/ถุงขยะ/กรรไกร/กระดาษเช็ดหน้า ส่งสินค้า 13/5/65,2022594,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050015,971.0,20-07-22,อุปกรณ์-unit,Dole Merchandising Share Services at Makro on 16 Mer - 15 Apr 2022,JV2022030051,44651,C200299,1441.48,0
5100001,ค่าผลิตและค่าอุปกรณ์,55302022,8,158.88,QT22040064,1522.0,บริษัท ออฟฟิศเมท (ไทย) จำกัด,"ค่าอุปกรณ์ ถุงมือยาง , ชุดหน้ากาก งาน Foremost Guerilla วันที่ 09/05/2022",2022553,บริษัท ออฟฟิศเมท (ไทย) จำกัด,P/O : PO2022050007,1522.0,30-06-22,อุปกรณ์-unit,"Smooth E PC Permanent & Weekend, Merchandiser BKK UPC (16 Mar-15 Apr 22)",JV2022030051,44651,C200299,5707.69,0
5100001,ค่าผลิตและค่าอุปกรณ์,55302022,8,672.9,QT22040064,1522.0,บริษัท ออฟฟิศเมท (ไทย) จำกัด,"ค่าอุปกรณ์ ถุงมือยาง , ชุดหน้ากาก งาน Foremost Guerilla วันที่ 09/05/2022",2022553,บริษัท ออฟฟิศเมท (ไทย) จำกัด,P/O : PO2022050007,1522.0,30-06-22,อุปกรณ์-unit,"Smooth E PC Permanent & Weekend, Merchandiser BKK UPC (16 Mar-15 Apr 22)",JV2022030051,44651,C200299,6288.94,0
5100001,ค่าผลิตและค่าอุปกรณ์,65102022,10,1215.0,QT22050051,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,"ค่าเทปใส,เทปผ้า งาน Maybelline Logistic ส่งสินค้าวันที่ 30/05/2022",2022651,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050047,971.0,22-08-22,อุปกรณ์-unit,PC Victory on 4 - 27 March 2022,JV2022030051,44651,C200299,455.58,0
5100001,ค่าผลิตและค่าอุปกรณ์,65102022,10,450.0,QT22050051,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,"ค่าเทปใส,เทปผ้า งาน Maybelline Logistic ส่งสินค้าวันที่ 30/05/2022",2022651,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050047,971.0,22-08-22,อุปกรณ์-unit,PC SINO จัดเรียงสินค้า 1 - 31 Mar 22 ,JV2022030051,44651,C200299,4586.54,0
5100001,ค่าผลิตและค่าอุปกรณ์,65102022,10,450.0,QT22050051,971.0,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,"ค่าเทปใส,เทปผ้า งาน Maybelline Logistic ส่งสินค้าวันที่ 30/05/2022",2022651,บริษัท ลีเรคโก (ประเทศไทย) จำกัด,P/O : PO2022050047,971.0,22-08-22,อุปกรณ์-unit,"PC SINO ROADSHOW SAMYANG,LOACKER,BAHLSEN",JV2022030051,44651,C200299,5198.08,0
5100001,ค่าผลิตและค่าอุปกรณ์,61202022,8,3000.0,QT22050038,2763.0,บริษัท กู๊ด บิซ จำกัด,,2022612,,,,,,"Smooth E PC Permanent & Weekend, Merchandiser BKK UPC (16 Mar-15 Apr 22)",JV2022030051,44651,C200299,6338.46,0
5100001,ค่าผลิตและค่าอุปกรณ์,59702022,16,48000.0,QT22050012,2759.0,บริษัท เกตซ์ เฮลท์แคร์ (ประเทศไทย) จำกัด,,2022597,,,,,,"PC SINO ROADSHOW SAMYANG,LOACKER,BAHLSEN",JV2022030051,44651,C200299,2327.4,0
5100001,ค่าผลิตและค่าอุปกรณ์,52602022,10,3000.0,QT22040068,560.0,นายคนึง กรกาญจนารัตน์,,2022526,,,,,,Downy FE BA Makro 19 Stores (March),JV2022030051,44651,C200299,4060.58,0
5100001,ค่าผลิตและค่าอุปกรณ์,55002022,8,5800.0,QT22040086,2088.0,ห้างหุ้นส่วนจำกัด มีเดีย พีอาร์,,2022550,,,,,,"Smooth E PC Permanent & Weekend, Merchandiser BKK UPC (16 Feb-15 Mar 22)",JV2022030051,44651,C200299,643.75,0
5100001,ค่าผลิตและค่าอุปกรณ์,54902022,8,4500.0,QT22040082,2377.0,บริษัท แสงสว่างออฟเซท จำกัด,,2022549,,,,,,Kaijae Rice PC 9  Store (1-5 Mar 22),JV2022030051,44651,C200299,990.38,0
5100001,ค่าผลิตและค่าอุปกรณ์,55102022,8,5800.0,QT22040015,2088.0,ห้างหุ้นส่วนจำกัด มีเดีย พีอาร์,,2022551,,,,,,PC SINO จัดเรียงสินค้า 1 - 31 Mar 22 ,JV2022030051,44651,C200299,254.81,0
5100001,ค่าผลิตและค่าอุปกรณ์,60702022,8,121800.0,QT22050019,2088.0,ห้างหุ้นส่วนจำกัด มีเดีย พีอาร์,,2022607,,,,,,"Smooth E PC Permanent & Weekend, Merchandiser BKK UPC (16 Mar-15 Apr 22)",JV2022030051,44651,C200299,892.31,0
5100001,ค่าผลิตและค่าอุปกรณ์,55102022,8,3200.0,QT22040015,1763.0,บริษัท อีเล็ฟแว่น คัลเลอร์ส จำกัด,,2022551,,,,,,Malee Merchandiser & CVS 16 Feb-15 Mar 22,JV2022030051,44651,C200299,10592.59,0
5100001,ค่าผลิตและค่าอุปกรณ์,56602022,10,8750.0,QT22040049,2377.0,บริษัท แสงสว่างออฟเซท จำกัด,,2022566,,,,,,"Aroy D, Real Thai  & Little Chef Merchandiser Share service on 1-30 April 2022",JV2022030051,44651,C200299,1964.8,0
5100001,ค่าผลิตและค่าอุปกรณ์,62202022,8,11600.0,QT22050048,2088.0,ห้างหุ้นส่วนจำกัด มีเดีย พีอาร์,,2022622,,,,,,PC Victory on 4 - 27 March 2022,JV2022030051,44651,C200299,383.55,0
5100001,ค่าผลิตและค่าอุปกรณ์,39602022,9,60500.0,QT21120037,541.0,บริษัท ยู โปรดักชั่น จำกัด,,2022396,,,,,,PG Cheer Ovaltine (Mar - May 2022),JV2022030051,44651,C200299,933.56,0
5100001,ค่าผลิตและค่าอุปกรณ์,39602022,9,37690.0,QT21120037,541.0,บริษัท ยู โปรดักชั่น จำกัด,,2022396,,,,,,Smooth E Merchandiser Nationwide CVS Program (16 Feb - 15 Mar 22),JV2022030051,44651,C200299,2330.99,0
5100001,ค่าผลิตและค่าอุปกรณ์,63402022,9,5920.0,QT22050044,541.0,บริษัท ยู โปรดักชั่น จำกัด,,2022634,,,,,,Mandom Merchandiser Share Services on Mar 2022,JV2022030051,44651,C200299,1598.56,0
5100001,ค่าผลิตและค่าอุปกรณ์,60802022,8,21060.0,QT22050020,2377.0,บริษัท แสงสว่างออฟเซท จำกัด,,2022608,,,,,,"Smooth E PC Permanent & Weekend, Merchandiser BKK UPC (16 Feb-15 Mar 22)",JV2022030051,44651,C200299,191.83,0
5100001,ค่าผลิตและค่าอุปกรณ์,61202022,8,15250.0,QT22050038,541.0,บริษัท ยู โปรดักชั่น จำกัด,,2022612,,,,,,Oral-B PC Cheer 23 Stores,JV2022030051,44651,C200299,383.65,0
5100001,ค่าผลิตและค่าอุปกรณ์,61702022,8,1460.0,QT22050042,1459.0,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด,,2022617,,,,,,Mitr Phol Merchandising share at Makro on Mar 2022,JV2022030051,44651,C200299,1226.84,0
5100001,ค่าผลิตและค่าอุปกรณ์,61702022,8,11600.0,QT22050042,2088.0,ห้างหุ้นส่วนจำกัด มีเดีย พีอาร์,,2022617,,,,,,Downy FE BA Makro 19 Stores (March),JV2022030051,44651,C200299,201.13,0
5100001,ค่าผลิตและค่าอุปกรณ์,39602022,9,4785.0,QT21120037,2377.0,บริษัท แสงสว่างออฟเซท จำกัด,,2022396,,,,,,Smooth E Merchandiser Nationwide CVS Program (16 Feb - 15 Mar 22),JV2022030051,44651,C200299,5151.92,0
5100001,ค่าผลิตและค่าอุปกรณ์,63502022,8,15000.0,QT22050061,541.0,บริษัท ยู โปรดักชั่น จำกัด,,2022635,,,,,,Mandom Merchandiser Share Services on Mar 2022,JV2022030051,44651,C200299,2685,0
5100001,ค่าผลิตและค่าอุปกรณ์,63302022,8,4500.0,QT22040084,880.0,บริษัท โครงสร้าง (ประเทศไทย) จำกัด,,2022633,,,,,,Smooth E Merchandiser Nationwide CVS Program (16 Feb - 15 Mar 22),JV2022030051,44651,C200299,2850,0
5100001,ค่าผลิตและค่าอุปกรณ์,59802022,8,5000.0,QT22040088,560.0,นายคนึง กรกาญจนารัตน์,,2022598,,,,,,Foremost Flavor Cheer Girl NE Project 15 Stores,JV2022030051,44651,C200299,450,0
5100001,ค่าผลิตและค่าอุปกรณ์,64202022,8,9650.0,QT22050028,2088.0,ห้างหุ้นส่วนจำกัด มีเดีย พีอาร์,,2022642,,,,,,Anchor Merchandiser Share Service (Makro BKK 17 Store) 1 - 31 Mar 22,JV2022030051,44651,C200299,16800.48,0
5100001,ค่าผลิตและค่าอุปกรณ์,64202022,8,2660.0,QT22050028,1459.0,บริษัท แอ็คชั่น พริ้นติ้ง จำกัด,,2022642,,,,,,"PC SINO ROADSHOW SAMYANG,LOACKER,BAHLSEN",JV2022030051,44651,C100001,769.23,0
5100001,ค่าผลิตและค่าอุปกรณ์,64202022,8,3200.0,QT22050028,1763.0,บริษัท อีเล็ฟแว่น คัลเลอร์ส จำกัด,,2022642,,,,,,PC SINO จัดเรียงสินค้า 1 - 31 Mar 22 ,JV2022030051,44651,C100001,1538.46,0
5100001,ค่าผลิตและค่าอุปกรณ์,64202022,8,5800.0,QT22050028,2088.0,ห้างหุ้นส่วนจำกัด มีเดีย พีอาร์,,2022642,,,,,,"PC SINO ROADSHOW SAMYANG,LOACKER,BAHLSEN",JV2022030051,44651,C100001,4615.39,0
5100001,ค่าผลิตและค่าอุปกรณ์,65102022,10,971.0,QT22050051,555.0,ห้างหุ้นส่วนจำกัด อาลาดิน ฟลอริ่ง,,2022651,,,,,,"PC SINO ROADSHOW SAMYANG,LOACKER,BAHLSEN",JV2022030051,44651,C100001,7826.92,0
5100001,ค่าผลิตและค่าอุปกรณ์,5002022,8,-935.0,QT22010020,555.0,ห้างหุ้นส่วนจำกัด อาลาดิน ฟลอริ่ง,,2022050,,,,,,PG GSK Permanent  16 Mar - 15 Apr 22,JV2022030058,44651,C100001,2125,0
5100001,ค่าผลิตและค่าอุปกรณ์,46002022,9,-59000.0,QT22020073,880.0,บริษัท โครงสร้าง (ประเทศไทย) จำกัด,,2022460,,,,,,Malee Merchandiser & CVS 16 Mar-15 Apr 22,JV2022030058,44651,C100001,5082,0
